Acclaim	2
Adventure	2
Adventures	2
Agog	2
Aura	1
Avenged	-2
Avenger	-2
Bastards	-5
Bliss	3
Brilliance	3
Cheats	-3
Cock	-5
Crestfallen	-2
Cynic	-2
Daredevil	2
Dauntless	2
Donates	2
Doom	-2
Drowns	-2
Enchanted	2
FAKER	-3
FTW	3
Fag	-3
Faking	-3
Forefront	1
Freak	-2
Frisky	2
Funky	2
GRISLY	-2
Gagged	-2
Glee	3
HID	-1
Hardy	2
Haunt	-1
Huckster	-2
Humbug	-2
Imbecile	-3
Jackass	-4
Jolly	2
Jumpy	-1
Kinder	2
LMAO	4
LMFAO	4
Likes	2
Lool	3
Loom	-1
MOPE	-1
Macabre	-2
Madness	-3
Marvel	3
Mocks	-2
Moody	-1
N00b	-2
Niggas	-5
Ouch	-2
Parley	-1
REPULSE	-1
ROFL	4
Rants	-3
SWIFT	2
Scumbag	-4
Slam	-2
Smart	1
Sparkle	3
Stampede	-2
Stinker	-2
Stinky	-2
Suave	2
Sulky	-2
TOP	2
Troll	-2
Vapid	-2
WOWOW	4
WTF	-4
Wits	2
WooW	4
Wreck	-2
XO	3
XOXO	3
absolves	2
adoringly	3
affectionateness	3
agonises	-3
agonizes	-3
alarmists	-2
apeshit	-3
appeases	2
arsehole	-4
assfucking	-4
avenges	-2
averts	-1
bamboozle	-2
bamboozled	-2
bamboozles	-2
bankster	-3
bereave	-2
bereaves	-2
bereaving	-2
brilliances	3
chagrined	-2
charmless	-3
chastises	-3
chides	-3
cocksucker	-5
cocksuckers	-5
conciliates	2
consolable	2
courageousness	2
criminates	-3
debonair	2
defrauds	-3
dehumanize	-2
dehumanized	-2
dehumanizes	-2
deject	-2
dejecting	-2
dejects	-2
demoralizes	-2
derails	-2
derides	-2
deriding	-2
despairs	-3
devastations	-2
dickhead	-4
dilligence	2
dipshit	-3
direful	-3
disapprovals	-2
disconsolate	-2
disconsolation	-2
disgustful	-3
disparages	-2
dolorous	-2
dupery	-2
embarrasses	-2
ennui	-2
enrage	-2
enraging	-2
enrapture	3
envying	-1
evergreening	-3
exasparate	-2
exhilarates	3
exonerating	2
fagots	-3
fainthearted	-2
fervid	2
fidgety	-2
flustered	-2
frikin	-2
fuckface	-4
fuckhead	-4
fucktard	-4
fuked	-4
fuking	-4
goofiness	-2
greenwash	-3
greenwasher	-3
greenwashers	-3
greenwashing	-3
gullibility	-2
hahahah	3
haplessness	-2
hater	-3
heavyhearted	-2
humerous	3
impeachments	-3
impedingly	-2
imposter	-2
incensing	-2
indoctrinates	-2
indoctrinating	-2
inediable	-2
infantilized	-2
infests	-2
infract	-2
infracted	-2
infracting	-2
infracts	-2
infuriates	-2
intransigency	-2
irreproducible	-2
jackasses	-4
jocular	2
lawl	3
likers	2
lolol	4
lololol	4
lolololol	4
loool	3
looool	3
lovelies	3
lugubrious	-2
