Explorations	1
L کي	-1
Myth	-1
Phenomenon	-1
Suicidal	-2
Vested	1
abducted	-2
abductions	-2
abhor	-3
abhorred	-3
abhors	-3
aborts	-1
absentee	-1
absolve	2
absolved	2
absolves	2
absolving	2
accidents	-2
acclaim	2
acclaimed	2
accolade	2
accomplishes	2
accuses	-2
achievable	1
acquits	2
acquitting	2
acrimonious	-3
adopts	1
adorable	3
adored	3
adores	3
adoring	3
adoringly	3
advantageous	2
advantageously	2
adventurous	2
advisable	1
affectionateness	3
affronted	-1
aficionados	2
aggravate	-2
aggravates	-2
aggravating	-2
aggressions	-2
aggressiveness	-2
agog	2
agonises	-3
agonize	-3
agonized	-3
agonizes	-3
agonizing	-3
agreeable	2
alarmed	-2
alarmist	-2
alarmists	-2
altruistic	2
amazes	2
ambitious	2
ambivalent	-1
amicable	2
amuse	3
amusements	3
angers	-3
annoying	-2
antagonistic	-2
anticipation	1
apathetic	-3
apeshit	-3
apocalyptic	-2
apologizes	-1
appalled	-2
appalling	-2
appease	2
appeases	2
appeasing	2
applaud	2
applauding	2
applauds	2
appreciates	2
apprehensive	-2
appropriately	2
arsehole	-4
ashame	-2
assfucking	-4
asshole	-4
astound	3
astounded	3
astoundingly	3
astounds	3
atrocity	-3
attractively	2
attractiveness	2
audacious	3
aura	1
avengers	-2
avenges	-2
avid	2
axed	-1
badass	-3
badness	-3
bailout	-2
bamboozle	-2
bamboozled	-2
bamboozles	-2
bankster	-3
barbarian	-2
bastard	-5
battled	-1
battling	-2
beatific	3
beauties	3
beautify	3
befit	2
belittle	-2
belittled	-2
benefactors	2
benefitting	2
bereave	-2
bereaves	-2
bereaving	-2
bitch	-5
bitches	-5
bitterest	-2
blackmailed	-3
blackmailing	-3
blackmails	-3
blah	-2
blesses	2
blithe	2
bloated	-1
blockbuster	3
blurry	-2
boosts	1
bothers	-2
bothersome	-2
boycott	-2
boycotting	-2
brainwashing	-3
braveness	2
bravura	3
breached	-2
breaches	-2
bribed	-3
bribing	-3
brightest	2
brilliance	3
brilliances	3
brisk	2
brooding	-2
brutally	-3
bullied	-2
bullshit	-4
bummer	-2
buoyant	2
burdening	-2
burglary	-2
calmed	2
calming	2
calms	2
canceling	-1
carefulness	2
casualty	-2
celebrates	3
censored	-2
censors	-2
chagrin	-2
charisma	2
charming	3
charmingly	3
charmless	-3
chastising	-3
cheater	-3
cheaters	-3
cheating	-3
cheats	-3
cheerfully	2
cheering	2
cheerless	-2
cheery	3
cherishes	2
cherishing	2
chic	2
chided	-3
chides	-3
chiding	-3
childish	-2
choke	-2
classy	3
clouded	-1
cocksucker	-5
cocksuckers	-5
cocky	-2
coerced	-2
collapses	-2
collapsing	-2
collide	-1
collides	-1
colliding	-1
collisions	-2
colluding	-3
combats	-1
comforting	2
commend	2
complacent	-2
complaining	-2
complicating	-2
compliment	2
complimented	2
compliments	2
conciliate	2
conciliated	2
conciliates	2
conciliating	2
confidently	2
conflictive	-2
confuse	-2
congratulate	2
congratulation	2
consents	2
consolable	2
constipation	-2
contagion	-2
contagions	-2
contagious	-1
contaminant	-2
contaminants	-2
contaminate	-2
contaminates	-2
contaminating	-2
contamination	-2
contaminations	-2
contemptible	-2
contemptuous	-2
contend	-1
